id,gender,citizenship,region,province,city_municipality,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,total_cash_inflow,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
21853,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,20686.0,12500,8186.0,More than 2 years,Owned,More than 5 years,Married,more than 3,No,More than 5 years,Others,0,No
21854,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,25872.0,13264,12608.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Others,0,No
21855,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Locally Employed,No other source of income,Yes,No,0,16686.0,10700,5986.0,More than 2 years,Owned,More than 5 years,Widowed,more than 3,No,More than 5 years,Others,0,No
21856,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Probationary,No other source of income,Yes,No,0,17686.0,9200,8486.0,More than 2 years,Owned,More than 5 years,Widowed,0-1,Yes,More than 5 years,Others,0,No
21913,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,421000.0,4000,417000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
21946,Male,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Regular Employee,No other source of income,Yes,No,0,10003.0,8018,1985.0,6-12 months,Rented,Less than a year,Single,0-1,No,Less than 1 year,Others,10000,Yes
21979,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Silang,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,8000.0,5007,2993.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0,No
22012,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,45000,-45000.0,1-2 years,Owned,1-5 years,Married,2-3,No,1-2 years,Professional/Non-Officer/Skilled,4000,Yes
22045,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,26000.0,16100,9900.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Others,0,Yes
22078,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,Yes,No,0,12000.0,6500,5500.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,No
22111,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Lipa,Regular Employee,No other source of income,Yes,No,0,34000.0,4500,29500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,25000,Yes
22144,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,19000.0,6800,12200.0,More than 2 years,Owned,1-5 years,Separated,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
22177,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,Yes,No,0,12493.0,0,12493.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
22178,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Batangas City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,52000.0,12500,39500.0,6-12 months,Rented,Less than a year,Married,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,Yes
22210,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,310000.0,79000,231000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
22342,Male,Filipino,NCR – National Capital Region,Metro Manila,Manila,Regular Employee,No other source of income,Yes,No,0,25000.0,6200,18800.0,More than 2 years,Owned,1-5 years,Separated,2-3,Yes,2-5 years,Others,0,No
22375,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,110000.0,50000,60000.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Others,0,Yes
22408,Male,Filipino,NCR – National Capital Region,Metro Manila,Taguig,Regular Employee,No other source of income,Yes,No,0,39000.0,24000,15000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
22441,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15910.0,2500,13410.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,649,No
22442,Female,Filipino,NCR – National Capital Region,Metro Manila,Parañaque,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,82000.0,9900,72100.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,2000,Yes
22474,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,3500,11500.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,No
22507,Male,Filipino,Region XI – Davao Region,Davao del Sur,Kidapawan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,6600,38400.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
22540,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Silang,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,20.0,0,20.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
22573,Male,Filipino,Region III – Central Luzon,Bulacan,San Jose del Monte,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,165000.0,45000,120000.0,More than 2 years,Owned,More than 5 years,Separated,more than 3,Yes,More than 5 years,Others,0,Yes
22574,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,Yes,No,0,21500.0,22200,-700.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,No
22575,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,32910.0,13000,19910.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Others,2800,No
22578,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35000.0,5500,29500.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
22579,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Kawit,Regular Employee,No other source of income,Yes,No,0,70000.0,26000,44000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Professional/Managerial/Officer,0,No
22580,Male,Filipino,Region IV‑A – CALABARZON,Rizal,San Mateo,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,24200.0,120,24080.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,20,Yes
22581,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,150000.0,55000,95000.0,More than 2 years,Free,1-5 years,Married,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,Yes
22582,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,21500,23500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,Yes
22585,Male,Filipino,Region VII – Central Visayas,Bohol,Candijay,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,130000.0,30000,100000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,Yes
22586,Female,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,451000.0,6000,445000.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,600,Yes
22587,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,Yes,No,0,58864.0,7100,51764.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
22588,Female,Filipino,NCR – National Capital Region,Metro Manila,Taguig,Regular Employee,No other source of income,Yes,No,0,16500.0,9000,7500.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0,No
22589,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,45432.0,12700,32732.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,10000,No
22590,Female,Filipino,Region III – Central Luzon,Bulacan,Hagonoy,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,39500.0,8000,31500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,Yes
22608,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Kawit,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35000.0,80000,-45000.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,No
22609,Male,Filipino,Region IV‑A – CALABARZON,Rizal,San Mateo,OFW/Seafarers,No other source of income,Yes,No,0,204254.0,51000,153254.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0,No
22610,Male,Filipino,Region V – Bicol Region,Camarines Sur,Naga,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,49000.0,13000,36000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
22611,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Kawit,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,500007.0,81000,419007.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0,Yes
22612,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Taytay,Regular Employee,No other source of income,Yes,No,0,30000.0,3500,26500.0,More than 2 years,Owned,More than 5 years,Widowed,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
22613,Male,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15910.0,2500,13410.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
22614,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Binangonan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,18000.0,10800,7200.0,1-2 years,Rented,1-5 years,Single,2-3,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
22616,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,50000.0,23000,27000.0,More than 2 years,Others,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
22617,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,OFW/Seafarers,No other source of income,Yes,No,0,130000.0,8500,121500.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
22618,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,33000.0,9000,24000.0,More than 2 years,Owned,More than 5 years,Married,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
22619,Male,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,Yes,No,0,70000.0,4000,66000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
22620,Female,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,Yes,No,0,130000.0,16000,114000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
22621,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,32000.0,7500,24500.0,More than 2 years,Owned,1-5 years,Single,2-3,No,2-5 years,Professional/Managerial/Officer,0,Yes
22622,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Taytay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15910.0,5300,10610.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
22624,Female,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,22000.0,7500,14500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
22626,Female,Filipino,Region IX – Zamboanga Peninsula,Zamboanga del Sur,Zamboanga City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35000.0,4500,30500.0,More than 2 years,Owned,Less than a year,Married,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,No
22627,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,Yes,No,0,27200.0,21000,6200.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,No
22629,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,29000.0,21000,8000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
22630,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,32000.0,5500,26500.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Others,0,No
22631,Male,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,33500.0,14000,19500.0,6-12 months,Rented,1-5 years,Single,0-1,Yes,1-2 years,Professional/Managerial/Officer,0,Yes
22632,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,20120.0,4500,15620.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Professional/Managerial/Officer,0,No
22633,Female,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,38785.0,21000,17785.0,More than 2 years,Owned,1-5 years,Married,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
22634,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,90000.0,8000,82000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,Yes
22635,Female,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,165000.0,25500,139500.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
22636,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,455000.0,116000,339000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
22637,Female,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,22000.0,7500,14500.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,Yes
22638,Female,Filipino,NCR – National Capital Region,Metro Manila,Las Piñas,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,21600.0,20500,1100.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,80000,Yes
22640,Female,Filipino,Region XII – SOCCSKSARGEN,Sultan Kudarat,Senator Ninoy Aquino,Probationary,No other source of income,Yes,No,0,46800.0,7500,39300.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0,No
22641,Male,Filipino,Region VIII – Eastern Visayas,Southern Leyte,Hinundayan,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,2362.0,16500,-14138.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0,Yes
22642,Female,Filipino,Region XII – SOCCSKSARGEN,Sultan Kudarat,Senator Ninoy Aquino,Probationary,No other source of income,Yes,No,0,63009.0,6500,56509.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0,No
22706,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,Regular Employee,No other source of income,Yes,No,0,36500.0,9000,27500.0,More than 2 years,Free,Less than a year,Single,0-1,No,Less than 1 year,Others,0,Yes
22707,Male,Filipino,Region III – Central Luzon,Bulacan,Santa Maria,Regular Employee,No other source of income,Yes,No,0,25000.0,9000,16000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,1191,No
22708,Male,Filipino,NCR – National Capital Region,Metro Manila,Muntinlupa,Regular Employee,No other source of income,Yes,No,0,153000.0,20500,132500.0,More than 2 years,Others,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
22709,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,32800.0,16300,16500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,900,Yes
22710,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Biñan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,90000.0,39000,51000.0,More than 2 years,Others,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,No
22711,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Carmona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,32000.0,8500,23500.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,No
22712,Female,Filipino,Region III – Central Luzon,Bulacan,San Jose del Monte,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,105000.0,13000,92000.0,6-12 months,Owned,1-5 years,Married,0-1,Yes,1-2 years,Professional/Managerial/Officer,0,No
22739,Male,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,Yes,No,0,15000.0,1700,13300.0,More than 2 years,Free,Less than a year,Single,more than 3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,No
22805,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,32000.0,9700,22300.0,More than 2 years,Rented,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,No
22838,Male,Filipino,Region I – Ilocos Region,La Union,Sudipen,OFW/Seafarers,No other source of income,Yes,No,0,2000.0,39000,-37000.0,More than 2 years,Others,1-5 years,Married,more than 3,Yes,2-5 years,Professional/Non-Officer/Skilled,6600,No
22871,Female,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,Yes,No,0,93000.0,9000,84000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,Yes
22904,Female,Filipino,NCR – National Capital Region,Metro Manila,Navotas,Regular Employee,No other source of income,Yes,No,0,36000.0,13140,22860.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,3000,Yes
22905,Female,Filipino,Region III – Central Luzon,Bulacan,Malolos,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,200500.0,16400,184100.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
22906,Male,Filipino,Region XI – Davao Region,Davao del Sur,Loreto,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,24000.0,11700,12300.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
22938,Male,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,40000.0,15000,25000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Others,0,No
22970,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,Yes,No,0,42000.0,12500,29500.0,1-2 years,Rented,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
22971,Male,Filipino,Region IV‑A – CALABARZON,Cavite,Silang,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,12000.0,0,12000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
22972,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,41000.0,7000,34000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
23003,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,6200.0,3500,2700.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Others,0,No
23004,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,105000.0,16000,89000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
23005,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,56000.0,11500,44500.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Managerial/Officer,0,No
23007,Female,Filipino,NCR – National Capital Region,Metro Manila,Marikina,Regular Employee,No other source of income,Yes,No,0,30000.0,3500,26500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
23008,Female,Filipino,NCR – National Capital Region,Metro Manila,Las Piñas,Regular Employee,No other source of income,Yes,No,0,70000.0,35500,34500.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,4200,No
23009,Male,Filipino,Region XIII – Caraga,Agusan del Sur,Bayugan,Regular Employee,No other source of income,Yes,No,0,23410.0,4500,18910.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0,No
23010,Female,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,17800,-17800.0,More than 2 years,Rented,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
23011,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Silang,Regular Employee,No other source of income,Yes,No,0,32000.0,7500,24500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,2000,Yes
23014,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Project based,No other source of income,Yes,No,0,15000.0,3500,11500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0,Yes
23015,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,3000,12000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,Yes
23016,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,Yes,No,0,33161.0,7000,26161.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
23017,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,23500.0,2400,21100.0,More than 2 years,Owned,1-5 years,Married,0-1,No,1-2 years,Others,0,Yes
23018,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,Yes,No,0,100000.0,14000,86000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
23019,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,140000.0,41000,99000.0,More than 2 years,Owned,More than 5 years,Separated,more than 3,No,More than 5 years,Others,5000,Yes
23036,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,24805.0,17000,7805.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
23037,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,19500.0,5200,14300.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
23038,Male,Filipino,Region VII – Central Visayas,Cebu,Cebu City,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,100000.0,0,100000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
23040,Male,Filipino,NCR – National Capital Region,Metro Manila,Parañaque,Regular Employee,No other source of income,Yes,No,0,25313.0,4000,21313.0,More than 2 years,Others,More than 5 years,Single,more than 3,Yes,More than 5 years,Others,0,Yes
23041,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,62055.0,18000,44055.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,5000,No
23069,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,220000.0,31000,189000.0,More than 2 years,Owned,1-5 years,Married,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
