id,gender,citizenship,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,salary,business_net_income,commission,other_income,incentive_commission,other_gig_work_salary,other_income_pension_remittance,total_cash_inflow,miscellaneous,clothing,rental_expenses,salaries_helper,transportation,utilities,household_premium,loan_payments,fuel_lpg,medical_expenses,food_expenses,other_expenses,education_expenses,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
17458,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,0,4000,0.0,0,0,0,19000.0,0,0,0,0,0,1800,0,0,0,0,1500,0,0,3300,15700.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,No
17491,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,31320.0,0,0,0.0,0,0,0,31320.0,0,1000,0,0,0,800,0,0,0,0,4000,0,2500,8300,23020.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,0,Yes
17524,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,18000.0,8000,10000,0.0,0,0,0,36000.0,0,0,0,0,0,3000,0,0,0,0,3500,0,0,6500,29500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,Yes
17525,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,0,2500,0.0,0,0,0,27500.0,1000,1000,0,0,0,1500,0,0,0,0,1500,0,0,5000,22500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
17557,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,89900.0,0,0,0.0,0,0,0,89900.0,2500,0,0,0,0,5000,0,0,0,0,10000,0,0,17500,72400.0,More than 2 years,Owned,More than 5 years,Widowed,2-3,No,More than 5 years,Others,0,Yes
17590,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,13000.0,0,0,0.0,0,0,0,13000.0,0,0,3500,0,0,0,0,0,0,0,3000,0,0,6500,6500.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0,No
17623,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,0,2500,65000.0,0,0,0,112500.0,5000,3000,10000,0,0,5000,0,0,0,0,10000,0,0,33000,79500.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,5000,Yes
17656,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,0,0,23000.0,0,0,0,63000.0,0,2000,0,0,0,0,0,0,0,0,10000,0,0,12000,51000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,No
17657,Male,Filipino,OFW/Seafarers,No other source of income,Yes,No,0,50000.0,0,0,0.0,0,0,0,50000.0,1000,1000,2000,0,0,500,0,0,0,0,4000,0,1000,9500,40500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,500,No
17658,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,273831.0,0,0,0.0,0,0,0,273831.0,0,0,0,0,0,2000,0,0,0,0,3000,0,1000,6000,267831.0,More than 2 years,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
17659,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,17000.0,0,300,0.0,0,0,0,17300.0,0,1000,0,0,0,5000,0,0,0,0,2000,0,0,8000,9300.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,Yes
17689,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,25000.0,0,3000,0.0,0,0,0,28000.0,0,1000,0,0,0,2500,0,0,0,0,4000,0,0,7500,20500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
17722,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,13000.0,6500,3000,2000.0,0,0,0,24500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500.0,More than 2 years,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,Yes
17723,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,29000.0,0,0,0.0,0,0,0,29000.0,0,0,5000,0,0,1000,0,0,0,0,4000,0,4000,14000,15000.0,1-2 years,Rented,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,2000,No
17755,Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,17000.0,0,0,0.0,0,0,0,17000.0,0,0,2000,0,0,0,0,0,0,0,1500,0,0,3500,13500.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Others,0,No
17756,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,17000.0,15000,2000,1000.0,0,0,0,35000.0,500,1000,2800,0,0,100,0,0,0,0,3000,0,300,7700,27300.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0,No
17757,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,27500.0,5000,2000,15000.0,0,0,0,49500.0,5000,1000,0,0,0,8000,0,0,0,0,12000,0,0,26000,23500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
17788,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,31300.0,0,0,0.0,0,0,0,31300.0,2000,1000,0,0,0,1500,0,0,0,0,5000,0,0,9500,21800.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,1000,Yes
17821,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,80000.0,0,0,0.0,0,0,0,80000.0,2000,2000,0,0,0,500,0,0,0,0,5000,0,0,9500,70500.0,6-12 months,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
17887,Male,Filipino,OFW/Seafarers,No other source of income,Yes,No,0,90000.0,20000,0,0.0,0,0,0,110000.0,0,1000,0,0,0,2000,0,0,0,0,4000,0,0,7000,103000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,No
17920,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,5000,10000,0.0,0,0,0,35000.0,500,1000,0,0,0,4000,0,0,0,0,4000,0,0,9500,25500.0,More than 2 years,Owned,Less than a year,Single,2-3,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
17953,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,80000.0,0,0,0.0,0,0,0,80000.0,3000,2000,0,0,0,5000,0,0,0,0,15000,0,0,25000,55000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
17986,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,180000.0,30000,0,200000.0,0,0,0,410000.0,500,5000,0,0,0,1000,0,0,0,0,25000,0,0,31500,378500.0,More than 2 years,Owned,More than 5 years,Married,2-3,No,More than 5 years,Professional/Managerial/Officer,0,No
18052,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,35000.0,15000,0,0.0,0,0,0,50000.0,2000,2000,2500,0,0,500,0,0,0,0,4500,0,0,11500,38500.0,1-2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,No
18085,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,0,0,0.0,0,0,0,30000.0,5000,5000,0,0,0,5000,0,0,0,0,10000,0,0,25000,5000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
18118,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,55000.0,0,0,25000.0,0,0,0,80000.0,2500,1000,0,0,0,2500,0,0,0,0,1500,0,2500,10000,70000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,Yes
18151,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,3000000,10000,0.0,0,0,0,3050000.0,0,2000,0,0,0,4000,0,0,0,0,15000,0,0,21000,3029000.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Others,0,No
18152,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,10000.0,30000,0,10000.0,0,0,0,50000.0,0,0,0,0,0,0,0,0,0,0,4000,0,0,4000,46000.0,More than 2 years,Owned,More than 5 years,Married,more than 3,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
18184,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,0,0,4400.0,0,0,0,19400.0,1000,500,0,0,0,4000,0,0,0,0,3000,0,0,8500,10900.0,More than 2 years,Owned,1-5 years,Widowed,more than 3,No,2-5 years,Professional/Non-Officer/Skilled,0,No
18217,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,33000.0,0,0,0.0,0,0,0,33000.0,1000,500,0,0,0,5000,0,0,0,0,15000,0,0,21500,11500.0,More than 2 years,Free,More than 5 years,Married,0-1,No,More than 5 years,Professional/Managerial/Officer,4000,Yes
18218,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,0,0,0.0,0,0,0,40000.0,15000,0,0,0,0,10000,0,0,0,0,10000,0,0,35000,5000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
18219,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,3000,1200,2000.0,0,0,0,26200.0,1500,2000,0,0,0,3000,0,0,0,0,3000,0,0,9500,16700.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
18283,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,46000.0,50000,50000,95000.0,0,0,0,241000.0,2500,0,0,0,0,4500,0,0,0,0,8000,0,0,15000,226000.0,More than 2 years,Free,1-5 years,Married,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
18316,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,14000.0,0,0,0.0,0,0,0,14000.0,500,0,0,0,0,0,0,0,0,0,1500,0,0,2000,12000.0,More than 2 years,Free,Less than a year,Married,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,1,No
18317,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,24900.0,0,4500,0.0,0,0,0,29400.0,5000,2000,0,0,0,10000,0,0,0,0,2500,0,0,19500,9900.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,5000,Yes
18350,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,18000.0,20000,2000,6000.0,0,0,0,46000.0,3000,3000,0,0,0,4000,0,0,0,0,10000,0,8000,28000,18000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
18382,Female,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,20000.0,0,0,0.0,0,0,0,20000.0,0,0,0,0,0,1000,0,0,0,0,6000,0,6000,13000,7000.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Others,0,No
18415,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,50000.0,50000,20000,30000.0,0,0,0,150000.0,3000,1000,11000,0,0,2500,0,0,0,0,10000,0,1500,29000,121000.0,1-2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,1000,Yes
18416,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,116000.0,0,0,0.0,0,0,0,116000.0,6000,2500,10000,0,0,5000,0,0,0,0,10000,0,0,33500,82500.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
18448,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,25000.0,0,60000,0.0,0,0,0,85000.0,10000,3000,0,0,0,3000,0,0,0,0,5000,0,2000,23000,62000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
18481,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,160000.0,0,0,50000.0,0,0,0,210000.0,0,0,0,0,0,4000,0,0,0,0,20000,0,0,24000,186000.0,More than 2 years,Free,Less than a year,Married,2-3,Yes,Less than 1 year,Others,0,Yes
18514,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,16640.0,0,0,0.0,0,0,0,16640.0,0,0,0,0,0,2000,0,0,0,0,4000,0,0,6000,10640.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
18547,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,95000.0,0,10000,5000.0,0,0,0,110000.0,1000,5000,0,0,0,2000,0,0,0,0,15000,0,10000,33000,77000.0,More than 2 years,Owned,1-5 years,Married,more than 3,Yes,2-5 years,Others,0,No
18548,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,95000.0,0,10000,0.0,0,0,0,105000.0,2000,3500,0,0,0,2000,0,0,0,0,10000,0,10000,27500,77500.0,More than 2 years,Owned,1-5 years,Married,more than 3,Yes,2-5 years,Others,0,No
18613,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,24000,0,0.0,0,0,0,64000.0,0,0,6000,0,0,2000,0,0,0,0,5000,0,2000,15000,49000.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Others,0,Yes
18646,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,30000.0,18000,0,0.0,0,0,0,48000.0,1500,1000,4000,0,0,6000,0,0,0,0,5000,0,2500,20000,28000.0,More than 2 years,Rented,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,1265,Yes
18712,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,15000,670,0.0,0,0,0,30670.0,300,0,0,0,0,1500,0,0,0,0,500,0,0,2300,28370.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
18745,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,51500.0,0,0,0.0,0,0,0,51500.0,0,0,0,0,0,2500,0,0,0,0,8000,0,0,10500,41000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,10000,Yes
18778,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,42000.0,0,0,0.0,0,0,0,42000.0,3000,5000,0,0,0,1000,0,0,0,0,10000,0,0,19000,23000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,500000,No
18779,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,7930.0,0,10000,2000.0,0,0,0,19930.0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,4000,15930.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,4000,Yes
18811,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,50000,0,60000.0,0,0,0,130000.0,3000,5000,0,0,0,5000,0,0,0,0,5000,0,0,18000,112000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
18812,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,13500.0,5000,3000,0.0,0,0,0,21500.0,500,500,0,0,0,0,0,0,0,0,3500,0,1000,5500,16000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0,Yes
18814,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,3025.0,0,0,0.0,0,0,0,3025.0,0,0,0,0,0,3500,0,0,0,0,3000,0,9000,15500,-12475.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
18815,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,23000.0,0,2500,1500.0,0,0,0,27000.0,1500,500,0,0,0,2000,0,0,0,0,1000,0,0,5000,22000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,3000,Yes
18844,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,21500.0,0,0,10000.0,0,0,0,31500.0,500,500,0,0,0,0,0,0,0,0,500,0,0,1500,30000.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,Yes
18877,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,85000.0,0,0,0.0,0,0,0,85000.0,2000,2000,0,0,0,1500,0,0,0,0,7000,0,0,12500,72500.0,More than 2 years,Others,1-5 years,Married,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
18943,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,30000.0,17000,0,0.0,0,0,0,47000.0,1000,1000,4000,0,0,6420,0,0,0,0,5000,0,1500,18920,28080.0,More than 2 years,Rented,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,1375,No
18944,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,35000.0,0,0,0.0,0,0,0,35000.0,15000,1000,0,0,0,0,0,0,0,0,5000,0,5000,26000,9000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,No
18945,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,10000.0,10000,5000,5000.0,0,0,0,30000.0,500,1000,0,0,0,600,0,0,0,0,1200,0,7000,10300,19700.0,More than 2 years,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Others,2000,No
18946,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,21900.0,21000,21900,0.0,0,0,0,64800.0,1000,500,0,0,0,2500,0,0,0,0,8000,0,0,12000,52800.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,2000,Yes
18947,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,10000.0,0,0,0.0,0,0,0,10000.0,0,0,0,0,0,0,0,0,0,0,3000,0,0,3000,7000.0,1-2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
18948,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,83000.0,83000,0,0.0,0,0,0,166000.0,4000,4000,0,0,0,0,0,0,0,0,5000,0,0,13000,153000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,Yes
18949,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,15000.0,5000,1000,2000.0,0,0,0,23000.0,0,1000,2000,0,0,500,0,0,0,0,5000,0,0,8500,14500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,Yes
18951,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,0,0,0.0,0,0,0,20000.0,2000,500,0,0,0,600,0,0,0,0,1500,0,0,4600,15400.0,More than 2 years,Others,1-5 years,Single,0-1,No,1-2 years,Others,0,No
18952,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,30000.0,60000,30000,0.0,0,0,0,120000.0,0,0,0,0,0,5000,0,0,0,0,15000,0,0,20000,100000.0,More than 2 years,Owned,More than 5 years,Married,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
19009,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,27000.0,0,0,10000.0,0,0,0,37000.0,0,1000,0,0,0,500,0,0,0,0,5000,0,2000,8500,28500.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
19042,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,1714.0,0,0,0.0,0,0,0,1714.0,300,3000,12000,0,0,1500,0,0,0,0,6000,0,12000,34800,-33086.0,More than 2 years,Owned,1-5 years,Married,more than 3,Yes,2-5 years,Others,0,No
19043,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,0,0,0.0,0,0,0,45000.0,0,0,0,0,0,599,0,0,0,0,2000,0,0,2599,42401.0,More than 2 years,Free,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,64000,No
19075,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,22000.0,0,2000,0.0,0,0,0,24000.0,1000,0,0,0,0,1000,0,0,0,0,2000,0,0,4000,20000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,No
19076,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,0,5000,0.0,0,0,0,25000.0,0,1000,3000,0,0,3000,0,0,0,0,5000,0,0,12000,13000.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
19108,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,0,0,0.0,0,0,0,25000.0,500,500,0,0,0,2500,0,0,0,0,10000,0,0,13500,11500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
19141,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,50000,5000,0.0,0,0,0,95000.0,2000,1000,0,0,0,3500,0,0,0,0,8000,0,0,14500,80500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
19142,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,54000.0,0,0,0.0,0,0,0,54000.0,5000,0,0,0,0,6000,0,0,0,0,3000,0,0,14000,40000.0,More than 2 years,Others,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,4000,Yes
19143,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,60000.0,0,0,0.0,0,0,0,60000.0,10000,3000,0,0,0,4000,0,0,0,0,10000,0,0,27000,33000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,1000,Yes
19174,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,23000.0,0,0,0.0,0,0,0,23000.0,0,0,0,0,0,1700,0,0,0,0,2500,0,0,4200,18800.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
19176,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,30000.0,65000,30000,500010.0,0,0,0,625010.0,5000,1000,12000,0,0,2000,0,0,0,0,3000,0,10000,33000,592010.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,1500,Yes
19208,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,18000.0,0,2000,10000.0,0,0,0,30000.0,0,2000,0,0,0,1500,0,0,0,0,2000,0,0,5500,24500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,Yes
19240,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,29026.0,0,0,0.0,0,0,0,29026.0,15000,5000,0,0,0,4000,0,0,0,0,20000,0,5000,49000,-19974.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
19273,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,3132000.0,0,8052000,10000.0,0,0,0,11194000.0,3000,1500,0,0,0,7500,0,0,0,0,12000,0,500,24500,11169500.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,10000,Yes
19306,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,34000.0,11000,0,8000.0,0,0,0,53000.0,2500,600,0,0,0,2500,0,0,0,0,8500,0,5000,19100,33900.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Others,0,No
19307,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,92000.0,0,0,15000.0,0,0,0,107000.0,5000,0,14000,0,0,8000,0,0,0,0,15000,0,2000,44000,63000.0,More than 2 years,Owned,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Managerial/Officer,15000,Yes
19339,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,25000.0,0,0,0.0,0,0,0,25000.0,0,0,4000,0,0,2000,0,0,0,0,2000,0,3000,11000,14000.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
19340,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,65000.0,0,0,5000.0,0,0,0,70000.0,1000,1000,0,0,0,3000,0,0,0,0,5000,0,5000,15000,55000.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,Yes
19341,Male,Filipino,Project based,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,40000.0,0,0,0.0,0,0,0,40000.0,0,6000,0,0,0,4000,0,0,0,0,12000,0,6000,28000,12000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,Yes
19343,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,29500.0,0,7000,0.0,0,0,0,36500.0,1000,500,0,0,0,2000,0,0,0,0,2000,0,1000,6500,30000.0,More than 2 years,Free,1-5 years,Single,0-1,Yes,2-5 years,Others,0,No
19344,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,0,0,5000.0,0,0,0,25000.0,0,0,0,0,0,0,0,0,0,0,5000,0,0,5000,20000.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0,Yes
19345,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,29000.0,0,0,1.0,0,0,0,29001.0,0,2000,0,0,0,2000,0,0,0,0,7000,0,0,11000,18001.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
19346,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,53870.0,0,0,0.0,0,0,0,53870.0,500,1000,0,0,0,3000,0,0,0,0,8000,0,4000,16500,37370.0,More than 2 years,Free,1-5 years,Married,more than 3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,Yes
