id,gender,citizenship,region,province,city_municipality,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,total_cash_inflow,total_cash_outflow,net_income,years_in_residence,home_ownership,business_tenure,ownership_of_business_premises,number_of_paid_employees,business_nature,marital_status,no_of_children,with_children_attending_school,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
22937,Male,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,95000.0,27000,68000.0,6-12 months,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Single,2-3,Yes,0,No
23006,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,300000.0,30000,270000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Married,more than 3,Yes,22000,Yes
23020,Female,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Business Owner,No other source of income,Yes,No,0,13006.0,16500,-3494.0,6-12 months,Others,6-23 months,Owned,With paid helpers or employees,Education ,Single,2-3,Yes,2000,No
23039,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,70000.0,18300,51700.0,More than 2 years,Others,More than 3 years,Rented,With paid helpers or employees,Others,Single,0-1,Yes,0,Yes
23077,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,450000.0,21500,428500.0,More than 2 years,Free,More than 3 years,Rent-Free,With paid helpers or employees,Food and Hospitality,Married,0-1,No,0,Yes
23080,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,278000.0,30000,248000.0,More than 2 years,Rented,2-3 years,Rented,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,Yes
23239,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,30000.0,20500,9500.0,More than 2 years,Owned,More than 3 years,Rent-Free,Without paid helpers or relatives only,Food and Hospitality,Married,2-3,Yes,3000,No
23255,Male,Filipino,Region VI – Western Visayas,Iloilo,Oton,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,227560.0,21741,205819.0,More than 2 years,Owned,More than 3 years,Rented,Without paid helpers or relatives only,Others,Married,0-1,No,0,Yes
23256,Female,Filipino,Region II – Cagayan Valley,Isabela,Santiago,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,50000.0,5400,44600.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Others,Married,2-3,Yes,0,Yes
23266,Female,Filipino,Region III – Central Luzon,Bulacan,San Jose del Monte,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,75000.0,22700,52300.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Others,Married,2-3,Yes,0,No
23274,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,Yes,No,0,75000.0,28000,47000.0,6-12 months,Owned,Less than 6 months,Rented,Without paid helpers or relatives only,Others,Single,0-1,No,0,Yes
23278,Female,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,105000.0,12000,93000.0,More than 2 years,Others,6-23 months,Rented,With paid helpers or employees,Others,Single,0-1,No,0,Yes
23372,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,175000.0,30000,145000.0,6-12 months,Free,More than 3 years,Rented,With paid helpers or employees,Food and Hospitality,Married,0-1,No,50000,Yes
23472,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,220000.0,114000,106000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Construction,Married,more than 3,Yes,0,Yes
23474,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,260000.0,155000,105000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Construction,Married,more than 3,Yes,0,Yes
23475,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Business Owner,No other source of income,Yes,No,0,220000.0,112000,108000.0,More than 2 years,Rented,More than 3 years,Owned,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,No
23478,Male,Filipino,Region VII – Central Visayas,Cebu,Cebu City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,300000.0,36000,264000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Married,more than 3,Yes,0,No
23500,Female,Filipino,NCR – National Capital Region,Metro Manila,San Juan,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,95000.0,37500,57500.0,More than 2 years,Rented,2-3 years,Rented,Without paid helpers or relatives only,Others,Single,0-1,No,0,No
23505,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,165000.0,23500,141500.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Married,more than 3,Yes,0,No
23511,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,370000.0,38700,331300.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Single,2-3,Yes,0,Yes
23518,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Business Owner,No other source of income,Yes,No,0,60000.0,8000,52000.0,More than 2 years,Owned,2-3 years,Owned,Without paid helpers or relatives only,Others,Single,2-3,No,0,No
23520,Male,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,110000.0,16300,93700.0,More than 2 years,Owned,6-23 months,Owned,Without paid helpers or relatives only,Others,Married,more than 3,Yes,500,Yes
23523,Male,Filipino,Region III – Central Luzon,Bulacan,San Miguel,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,230000.0,22600,207400.0,More than 2 years,Owned,2-3 years,Owned,Without paid helpers or relatives only,Others,Married,2-3,Yes,0,No
23600,Male,Filipino,NCR – National Capital Region,Metro Manila,Taguig,Business Owner,No other source of income,Yes,No,0,43000.0,11000,32000.0,More than 2 years,Rented,2-3 years,Rented,Without paid helpers or relatives only,Others,Single,0-1,Yes,0,No
23632,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,58000.0,10000,48000.0,More than 2 years,Owned,6-23 months,Owned,Without paid helpers or relatives only,Food and Hospitality,Widowed,2-3,No,0,No
23799,Male,Filipino,Region XIII – Caraga,Agusan del Sur,Prosperidad,Business Owner,No other source of income,Yes,No,0,70000.0,15500,54500.0,More than 2 years,Owned,2-3 years,Rented,With paid helpers or employees,Others,Widowed,2-3,Yes,0,No
23802,Female,Filipino,Region III – Central Luzon,Bulacan,Marilao,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,55500.0,16500,39000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Education ,Married,2-3,Yes,0,No
23803,Female,Filipino,BARMM – Bangsamoro Autonomous Region in Muslim Mindanao,Sulu,Parang,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,79000.0,2300,76700.0,More than 2 years,Others,More than 3 years,Rent-Free,With paid helpers or employees,Business and Information ,Married,0-1,No,2000,No
23806,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,9100000.0,21000,9079000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Married,2-3,No,50000,Yes
23829,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Taytay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,163000.0,22500,140500.0,More than 2 years,Rented,More than 3 years,Rented,With paid helpers or employees,Others,Married,2-3,Yes,0,Yes
23830,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,86000.0,32500,53500.0,More than 2 years,Owned,Less than 6 months,Rented,With paid helpers or employees,Construction,Married,0-1,No,2000,No
23832,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,105000.0,37500,67500.0,More than 2 years,Owned,Less than 6 months,Owned,With paid helpers or employees,Others,Married,0-1,Yes,1500,No
23847,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,245000.0,122000,123000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Others,Married,2-3,Yes,0,Yes
23864,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasay,Business Owner,No other source of income,Yes,No,0,100000.0,16500,83500.0,More than 2 years,Owned,2-3 years,Owned,Without paid helpers or relatives only,Others,Single,0-1,Yes,1699,Yes
23866,Female,Filipino,Region III – Central Luzon,Tarlac,Tarlac City,Business Owner,No other source of income,Yes,No,0,150000.0,66000,84000.0,More than 2 years,Others,More than 3 years,Owned,With paid helpers or employees,Others,Single,0-1,No,0,No
23871,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,Yes,No,0,76500.0,8500,68000.0,More than 2 years,Free,6-23 months,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,0-1,No,0,Yes
23872,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,105000.0,20500,84500.0,More than 2 years,Owned,6-23 months,Owned,Without paid helpers or relatives only,Others,Married,0-1,Yes,1400,Yes
23895,Male,Filipino,Region III – Central Luzon,Bulacan,San Jose del Monte,Business Owner,No other source of income,Yes,No,0,350000.0,22200,327800.0,More than 2 years,Owned,2-3 years,Owned,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,No
23903,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,270000.0,38000,232000.0,More than 2 years,Rented,Less than 6 months,Rented,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,Yes
23904,Male,Filipino,Region XI – Davao Region,Davao del Norte,Santo Tomas,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,330000.0,58000,272000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Food and Hospitality,Married,more than 3,Yes,50000,Yes
23908,Male,Filipino,Region I – Ilocos Region,Pangasinan,Bautista,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,580000.0,15900,564100.0,More than 2 years,Rented,More than 3 years,Owned,Without paid helpers or relatives only,Others,Married,more than 3,Yes,0,No
23925,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Business Owner,No other source of income,Yes,No,0,59000.0,13000,46000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Food and Hospitality,Widowed,2-3,No,15000,No
23934,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,650000.0,127000,523000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Married,0-1,Yes,0,Yes
23942,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,Yes,No,0,115000.0,23000,92000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Married,2-3,Yes,0,No
23951,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Tanza,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,90000.0,26000,64000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Gaming ,Separated,more than 3,Yes,0,No
23975,Male,Filipino,Region XI – Davao Region,Davao del Norte,Tagum,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,570000.0,27000,543000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Agriculture,Married,more than 3,No,15000000,Yes
24010,Male,Filipino,NCR – National Capital Region,Metro Manila,Parañaque,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,1220000.0,35000,1185000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Construction,Married,more than 3,No,0,Yes
24031,Female,Filipino,NCR – National Capital Region,Metro Manila,Parañaque,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,51500.0,18200,33300.0,More than 2 years,Owned,6-23 months,Rented,Without paid helpers or relatives only,Food and Hospitality,Married,2-3,Yes,30000,Yes
24046,Male,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Business Owner,No other source of income,Yes,No,0,88500.0,10740,77760.0,More than 2 years,Owned,2-3 years,Owned,Without paid helpers or relatives only,Others,Single,0-1,No,0,Yes
24048,Male,Filipino,Region III – Central Luzon,Pampanga,Angeles City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,40000.0,12000,28000.0,More than 2 years,Rented,6-23 months,Rented,Without paid helpers or relatives only,Business and Information ,Single,0-1,No,0,Yes
24072,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Calamba,Business Owner,No other source of income,Yes,No,0,2538000.0,10500,2527500.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Business and Information ,Single,more than 3,Yes,0,Yes
24112,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,61000.0,10000,51000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Food and Hospitality,Married,2-3,Yes,0,Yes
24119,Female,Filipino,Region III – Central Luzon,Nueva Ecija,Cabanatuan,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,250000.0,19000,231000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Single,0-1,No,0,Yes
24210,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,80000,0.0,12300,-12300.0,Less than 6 months,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Agriculture,Single,0-1,Yes,0,
24219,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,250000,225000.0,66700,158300.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Food and Hospitality,Single,2-3,Yes,0,
24223,Female,Filipino,Region III – Central Luzon,Tarlac,Mayantoc,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,16000.0,7666,8334.0,More than 2 years,Owned,2-3 years,Rent-Free,Without paid helpers or relatives only,Others,Single,2-3,Yes,0,
24230,Male,Filipino,Region III – Central Luzon,Tarlac,San Jose,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,9500,5500.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Agriculture,Single,0-1,No,0,
24242,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,30000,70000.0,29000,41000.0,More than 2 years,Owned,More than 3 years,Owned (mortgaged),Without paid helpers or relatives only,Transportation & Storage,Single,0-1,Yes,0,
24252,Male,Filipino,NCR – National Capital Region,Metro Manila,San Juan,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,30000,5000.0,16000,-11000.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),Without paid helpers or relatives only,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,0-1,No,0,
24281,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,5000,40000.0,28000,12000.0,More than 2 years,Owned,Less than 6 months,Rented,Without paid helpers or relatives only,Others,Single,0-1,No,0,
24282,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45000.0,8000,37000.0,More than 2 years,Owned,Less than 6 months,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,0-1,No,0,
24293,Female,Filipino,Region VIII – Eastern Visayas,Eastern Samar,Borongan,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,150000,25000.0,6000,19000.0,More than 2 years,Owned,2-3 years,Owned (mortgaged),With paid helpers or employees,Activities of Household as Employers; Undeferential Goods-and-Services-Producing Activities of Households for Own Use,Single,0-1,Yes,0,
24300,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,200000,48000.0,26100,21900.0,More than 2 years,Free,More than 3 years,Rented,With paid helpers or employees,Construction,Single,0-1,No,0,
24303,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,16000.0,5000,11000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,0-1,No,0,
24307,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,140000,160000.0,116500,43500.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),With paid helpers or employees,Construction,Single,more than 3,Yes,0,
24311,Female,Filipino,NCR – National Capital Region,Metro Manila,Makati,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,48000,29500.0,16054,13446.0,6-12 months,Others,2-3 years,Rented,Without paid helpers or relatives only,Other Service Activities,Single,0-1,Yes,0,
24319,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Lipa,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,50000,20000.0,21100,-1100.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,2-3,Yes,0,
24321,Male,Filipino,Region III – Central Luzon,Nueva Ecija,Zaragoza,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,45000,40000.0,19500,20500.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),With paid helpers or employees,Accommodation & Food Services Activities,Single,0-1,No,0,
24322,Male,Filipino,Region III – Central Luzon,Nueva Ecija,Santa Rosa,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,15000,58000.0,8500,49500.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),Without paid helpers or relatives only,Other Service Activities,Single,0-1,No,0,
24327,Female,Filipino,Region III – Central Luzon,Bulacan,Kabankalan,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,30000,120000.0,32500,87500.0,More than 2 years,Rented,More than 3 years,Rented,With paid helpers or employees,Other Service Activities,Single,more than 3,Yes,0,
24330,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,1000000,21500.0,324,21176.0,More than 2 years,Others,6-23 months,Rent-Free,Without paid helpers or relatives only,Others,Single,0-1,No,0,
24348,Male,Filipino,NCR – National Capital Region,Metro Manila,Viga,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,500000,180000.0,45000,135000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Other Service Activities,Single,0-1,Yes,0,
24351,Male,Filipino,Region II – Cagayan Valley,Isabela,Santiago,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,50000,120000.0,23450,96550.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Construction,Single,0-1,Yes,0,
24358,Male,Filipino,Region V – Bicol Region,Albay,Legazpi,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,400,395.0,4600,-4205.0,More than 2 years,Owned,2-3 years,Owned,Without paid helpers or relatives only,Finance ,Single,0-1,No,0,
24360,Male,Filipino,Region III – Central Luzon,Zambales,San Marcelino,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,20000,0.0,13800,-13800.0,More than 2 years,Owned,More than 3 years,Owned (mortgaged),Without paid helpers or relatives only,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,0-1,No,0,
24372,Male,Filipino,Region VII – Central Visayas,Cebu,Naga,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,90000,200000.0,26000,174000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,
24375,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,250000,250000.0,246000,4000.0,More than 2 years,Owned,More than 3 years,Owned,With paid helpers or employees,Construction,Single,more than 3,Yes,0,
24383,Male,Filipino,NCR – National Capital Region,Metro Manila,Malabon,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,173000,51500.0,17775,33725.0,More than 2 years,Others,More than 3 years,Owned (unencumbered),Without paid helpers or relatives only,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,0-1,Yes,0,
24390,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,70000,60000.0,12350,47650.0,More than 2 years,Owned,More than 3 years,Rented,Without paid helpers or relatives only,Other Service Activities,Single,more than 3,Yes,0,
24399,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Tanza,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,0,25000.0,More than 2 years,Owned,More than 3 years,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,0-1,No,0,
24400,Female,Filipino,NCR – National Capital Region,Metro Manila,Marikina,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,0,0.0,More than 2 years,Owned,Less than 6 months,Owned,Without paid helpers or relatives only,Food and Hospitality,Single,2-3,Yes,0,
24410,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,360000.0,56000,304000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Married,2-3,Yes,30000,Yes
24413,Female,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,90000,90000.0,28400,61600.0,More than 2 years,Rented,More than 3 years,Rented,Without paid helpers or relatives only,Others,Single,2-3,Yes,0,
24417,Female,Filipino,Region III – Central Luzon,Pampanga,Angeles City,Business Owner,With Business,"No, please prepare postdated checks for your monthly amortization",No,200000,0.0,30000,-30000.0,More than 2 years,Rented,More than 3 years,Rented,Without paid helpers or relatives only,Agriculture,Single,0-1,No,0,
24420,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,40000,138000.0,13200,124800.0,More than 2 years,Owned,2-3 years,Owned (unencumbered),With paid helpers or employees,Accommodation & Food Services Activities,Single,0-1,No,0,
24424,Female,Filipino,Region III – Central Luzon,Nueva Ecija,Nampicuan,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,35000,35000.0,16500,18500.0,More than 2 years,Owned,More than 3 years,Owned (mortgaged),Without paid helpers or relatives only,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,0-1,Yes,0,
24425,Female,Filipino,NCR – National Capital Region,Metro Manila,Marikina,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,500000,0.0,67500,-67500.0,More than 2 years,Rented,More than 3 years,Rented,With paid helpers or employees,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,more than 3,Yes,0,
24429,Female,Filipino,Region III – Central Luzon,Pampanga,Macabebe,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,44000,6000.0,More than 2 years,Others,Less than 6 months,Owned,Without paid helpers or relatives only,Agriculture,Single,2-3,Yes,0,
24430,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Murcia,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,42000.0,15343,26657.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Food and Hospitality,Single,0-1,No,0,
24441,Male,Filipino,Region IV‑A – CALABARZON,Laguna,Pakil,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,25000,60000.0,14500,45500.0,More than 2 years,Owned,More than 3 years,Owned (mortgaged),Without paid helpers or relatives only,Other Service Activities,Single,2-3,Yes,0,
24457,Female,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,138000,0.0,120000,-120000.0,More than 2 years,Owned,2-3 years,Rented,With paid helpers or employees,Other Service Activities,Single,2-3,No,0,
24458,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Bacoor,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,1500000,70000.0,1217000,-1147000.0,More than 2 years,Others,6-23 months,Mortgaged,With paid helpers or employees,Construction,Single,0-1,No,0,
24460,Female,Filipino,NCR – National Capital Region,Metro Manila,Malabon,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,160652,49000.0,15360,33640.0,More than 2 years,Owned,More than 3 years,Owned (unencumbered),Without paid helpers or relatives only,Other Service Activities,Single,0-1,Yes,0,
24464,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,90000.0,28299,61701.0,More than 2 years,Others,2-3 years,Rent-Free,Without paid helpers or relatives only,Others,Single,more than 3,Yes,0,
24474,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,369000,138000.0,66500,71500.0,More than 2 years,Owned,2-3 years,Rented,With paid helpers or employees,Other Service Activities,Single,2-3,No,0,
24488,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,150000,50000.0,51500,-1500.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Others,Single,2-3,Yes,0,
24495,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Dasmariñas,Business Owner,Employed,"No, please prepare postdated checks for your monthly amortization",No,100000,140000.0,65500,74500.0,More than 2 years,Owned,6-23 months,Owned,Without paid helpers or relatives only,Others,Single,2-3,Yes,0,
24520,Male,Filipino,Region IV‑A – CALABARZON,Laguna,Santa Rosa,Business Owner,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,400000,0.0,155000,-155000.0,More than 2 years,Owned,More than 3 years,Rented,With paid helpers or employees,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles,Single,2-3,Yes,0,
