gender,citizenship,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,salary,business_net_income,commission,other_income,incentive_commission,other_gig_work_salary,other_income_pension_remittance,total_cash_inflow,miscellaneous,clothing,rental_expenses,salaries_helper,transportation,utilities,household_premium,loan_payments,fuel_lpg,medical_expenses,food_expenses,other_expenses,education_expenses,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank,credit_score
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,1000.0,500.0,4500.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,5000.0,0.0,1000.0,19500.0,37500.0,6-12 months,Rented,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,0.0,Yes,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,31000.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,5000.0,5000.0,4500.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0,0.0,9000.0,37500.0,-6500.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,2-5 years,Others,4000.0,No,56
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,47738.0,0.0,10000.0,0.0,0.0,0.0,0.0,57738.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2000.0,0.0,1000.0,6000.0,51738.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0.0,No,62
Female,Filipino,Probationary,No other source of income,Yes,No,0.0,30000.0,24000.0,0.0,0.0,0.0,0.0,0.0,54000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,6000.0,48000.0,1-2 years,Rented,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0.0,No,52
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,24000.0,700.0,0.0,0.0,0.0,0.0,0.0,24700.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,6500.0,0.0,3500.0,12500.0,12200.0,More than 2 years,Owned,1-5 years,Married,more than 3,Yes,2-5 years,Others,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,37200.0,0.0,0.0,0.0,0.0,0.0,0.0,37200.0,0.0,1000.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,9000.0,28200.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0.0,No,56
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,22000.0,1500.0,250.0,600.0,0.0,0.0,0.0,24350.0,1400.0,1500.0,2500.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,2000.0,0.0,1500.0,9450.0,14900.0,More than 2 years,Rented,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,600.0,No,57
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,18000.0,0.0,10000.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,4500.0,23500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0.0,No,56
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,31000.0,0.0,0.0,0.0,0.0,0.0,0.0,31000.0,0.0,7000.0,4500.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,10000.0,0.0,9000.0,36500.0,-5500.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,58
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,18000.0,30000.0,11000.0,0.0,0.0,0.0,0.0,59000.0,0.0,0.0,2000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,5000.0,54000.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0.0,No,52
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,27450.0,36000.0,0.0,0.0,0.0,0.0,0.0,63450.0,5000.0,3000.0,12000.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,2000.0,0.0,15000.0,38600.0,24850.0,More than 2 years,Rented,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0.0,No,56
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,75000.0,0.0,0.0,75000.0,0.0,0.0,0.0,150000.0,5000.0,1000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,4000.0,30000.0,120000.0,More than 2 years,Free,1-5 years,Married,0-1,Yes,1-2 years,Professional/Managerial/Officer,0.0,No,63
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,24500.0,0.0,4000.0,0.0,0.0,0.0,0.0,28500.0,2000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,11000.0,17500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,Yes,63
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,30278.0,0.0,0.0,0.0,0.0,0.0,0.0,30278.0,2000.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,9700.0,20578.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,5000.0,Yes,62
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,300.0,500.0,5000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,0.0,500.0,12300.0,21700.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,27500.0,0.0,0.0,12000.0,0.0,0.0,0.0,39500.0,1000.0,700.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,4000.0,0.0,3000.0,10700.0,28800.0,More than 2 years,Free,1-5 years,Married,more than 3,Yes,1-2 years,Others,0.0,Yes,60
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,16000.0,0.0,2500.0,0.0,0.0,0.0,0.0,18500.0,0.0,500.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0,1500.0,5000.0,13500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Managerial/Officer,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1000.0,5000.0,9000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Others,0.0,No,57
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7843.0,7843.0,1000.0,5000.0,0.0,0.0,0.0,21686.0,1000.0,2500.0,1500.0,0.0,0.0,903.0,0.0,0.0,0.0,0.0,6000.0,0.0,3000.0,14903.0,6783.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,70000.0,No,59
Female,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7843.0,8500.0,0.0,0.0,0.0,0.0,0.0,16343.0,500.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,5.0,0.0,1000.0,2405.0,13938.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0.0,No,59
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7843.0,7843.0,1000.0,5000.0,0.0,0.0,0.0,21686.0,1500.0,3000.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,4000.0,0.0,6000.0,16000.0,5686.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Others,0.0,No,58
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,8000.0,8000.0,1000.0,4000.0,0.0,0.0,0.0,21000.0,1000.0,3000.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,8500.0,12500.0,More than 2 years,Owned,More than 5 years,Married,0-1,No,More than 5 years,Others,0.0,No,58
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7843.0,7843.0,1000.0,3000.0,0.0,0.0,0.0,19686.0,0.0,1000.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,6200.0,13486.0,More than 2 years,Owned,More than 5 years,Married,more than 3,No,More than 5 years,Others,0.0,No,56
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,7843.0,7843.0,0.0,5000.0,0.0,0.0,0.0,20686.0,1000.0,4000.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,12500.0,8186.0,More than 2 years,Owned,More than 5 years,Married,more than 3,No,More than 5 years,Others,0.0,No,56
Female,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,10436.0,10436.0,0.0,5000.0,0.0,0.0,0.0,25872.0,1500.0,4000.0,0.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,5000.0,0.0,1000.0,13264.0,12608.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Others,0.0,No,60
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,7843.0,7843.0,0.0,1000.0,0.0,0.0,0.0,16686.0,1000.0,4000.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,10700.0,5986.0,More than 2 years,Owned,More than 5 years,Widowed,more than 3,No,More than 5 years,Others,0.0,No,57
Female,Filipino,Probationary,No other source of income,Yes,No,0.0,7843.0,7843.0,0.0,2000.0,0.0,0.0,0.0,17686.0,1000.0,1500.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,3500.0,0.0,2500.0,9200.0,8486.0,More than 2 years,Owned,More than 5 years,Widowed,0-1,Yes,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,320000.0,5000.0,5000.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,33000.0,287000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,63
Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,210000.0,210000.0,1000.0,0.0,0.0,0.0,0.0,421000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,1000.0,4000.0,417000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,No,60
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,10000.0,1.0,1.0,1.0,0.0,0.0,0.0,10003.0,5.0,4.0,2500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,5000.0,0.0,9.0,8018.0,1985.0,6-12 months,Rented,Less than a year,Single,0-1,No,Less than 1 year,Others,10000.0,Yes,51
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,500.0,250.0,3000.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,5007.0,2993.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0.0,No,50
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,8000.0,6000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,10000.0,0.0,9000.0,45000.0,-45000.0,1-2 years,Owned,1-5 years,Married,2-3,No,1-2 years,Professional/Non-Officer/Skilled,4000.0,Yes,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,1500.0,300.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,8000.0,0.0,6000.0,16100.0,9900.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Others,0.0,Yes,60
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,4000.0,0.0,1000.0,6500.0,5500.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0.0,No,61
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,32000.0,0.0,0.0,2000.0,0.0,0.0,0.0,34000.0,0.0,1000.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,4500.0,29500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,25000.0,Yes,63
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,500.0,1500.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,3000.0,0.0,1500.0,6800.0,12200.0,More than 2 years,Owned,1-5 years,Separated,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0.0,Yes,60
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,12493.0,0.0,0.0,0.0,0.0,0.0,0.0,12493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12493.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,59
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,50000.0,0.0,2000.0,0.0,0.0,0.0,0.0,52000.0,5000.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,12500.0,39500.0,6-12 months,Rented,Less than a year,Married,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0.0,Yes,56
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,200000.0,0.0,30000.0,80000.0,0.0,0.0,0.0,310000.0,12000.0,2000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,10000.0,0.0,50000.0,79000.0,231000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0.0,No,62
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,3000.0,0.0,5000.0,9000.0,71000.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,No,64
Male,Filipino,OFW/Seafarers,No other source of income,Yes,No,0.0,80000.0,0.0,0.0,50000.0,0.0,0.0,0.0,130000.0,0.0,0.0,5000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,10500.0,119500.0,More than 2 years,Rented,1-5 years,Single,2-3,Yes,2-5 years,Others,0.0,No,52
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,1000.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2500.0,0.0,1200.0,6200.0,18800.0,More than 2 years,Owned,1-5 years,Separated,2-3,Yes,2-5 years,Others,0.0,No,58
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,80000.0,0.0,30000.0,0.0,0.0,0.0,0.0,110000.0,5000.0,10000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,15000.0,0.0,15000.0,50000.0,60000.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Others,0.0,Yes,60
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,39000.0,0.0,1000.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,24000.0,15000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0.0,No,62
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15910.0,0.0,0.0,0.0,0.0,0.0,0.0,15910.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,2500.0,13410.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,649.0,No,57
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,70000.0,12000.0,0.0,0.0,0.0,0.0,0.0,82000.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,5000.0,0.0,3500.0,9900.0,72100.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,2000.0,Yes,65
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0,500.0,3500.0,11500.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,25000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,45000.0,1000.0,1000.0,2500.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,6600.0,38400.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,No,57
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0.0,No,61
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,140000.0,15000.0,0.0,10000.0,0.0,0.0,0.0,165000.0,0.0,10000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,20000.0,0.0,10000.0,45000.0,120000.0,More than 2 years,Owned,More than 5 years,Separated,more than 3,Yes,More than 5 years,Others,0.0,Yes,57
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,16000.0,2000.0,1000.0,2500.0,0.0,0.0,0.0,21500.0,4000.0,5000.0,6000.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,3500.0,0.0,2500.0,22200.0,-700.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,52
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,15910.0,10000.0,3000.0,4000.0,0.0,0.0,0.0,32910.0,1000.0,1000.0,4000.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,5000.0,0.0,800.0,13000.0,19910.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Others,2800.0,No,57
Male,Filipino,OFW/Seafarers,No other source of income,Yes,No,0.0,618.0,7500.0,0.0,7500.0,0.0,0.0,0.0,15618.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,6200.0,9418.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,37000.0,7500.0,0.0,44000.0,0.0,0.0,0.0,88500.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,5000.0,0.0,2000.0,8500.0,80000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Others,0.0,No,59
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,20000.0,0.0,0.0,15000.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,4000.0,0.0,1000.0,5500.0,29500.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0.0,No,63
Male,Filipino,Regular Employee,No other source of income,Yes,No,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,1000.0,10000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,26000.0,44000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Professional/Managerial/Officer,0.0,No,62
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,20000.0,2000.0,200.0,2000.0,0.0,0.0,0.0,24200.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,120.0,24080.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,20.0,Yes,67
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,90000.0,0.0,0.0,60000.0,0.0,0.0,0.0,150000.0,10000.0,5000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,55000.0,95000.0,More than 2 years,Free,1-5 years,Married,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0.0,Yes,59
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,30000.0,0.0,15000.0,0.0,0.0,0.0,0.0,45000.0,5000.0,500.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,21500.0,23500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0.0,Yes,61
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,39000.0,3000.0,5000.0,0.0,0.0,0.0,0.0,47000.0,0.0,3000.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,10000.0,0.0,5000.0,22000.0,25000.0,Less than 6 months,Others,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Managerial/Officer,0.0,No,52
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,80000.0,30000.0,20000.0,0.0,0.0,0.0,0.0,130000.0,10000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,30000.0,100000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0.0,Yes,57
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,31000.0,400000.0,10000.0,10000.0,0.0,0.0,0.0,451000.0,0.0,500.0,2000.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,6000.0,445000.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,600.0,Yes,56
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,28432.0,28432.0,2000.0,0.0,0.0,0.0,0.0,58864.0,100.0,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,5000.0,0.0,1000.0,7100.0,51764.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0.0,No,65
Female,Filipino,Regular Employee,No other source of income,Yes,No,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,9000.0,7500.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,0.0,No,50
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,28432.0,15000.0,2000.0,0.0,0.0,0.0,0.0,45432.0,2000.0,3000.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,5000.0,0.0,1000.0,12700.0,32732.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,10000.0,No,67
Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,38000.0,0.0,1500.0,0.0,0.0,0.0,0.0,39500.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,3000.0,0.0,3000.0,8000.0,31500.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0.0,Yes,61
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,5000.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,20000.0,0.0,50000.0,80000.0,-45000.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0.0,No,63
Male,Filipino,OFW/Seafarers,No other source of income,Yes,No,0.0,1418.0,1418.0,1418.0,200000.0,0.0,0.0,0.0,204254.0,5000.0,10000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,20000.0,0.0,10000.0,51000.0,153254.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Others,0.0,No,58
Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0.0,12000.0,0.0,2000.0,35000.0,0.0,0.0,0.0,49000.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,6000.0,0.0,3500.0,13000.0,36000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0.0,No,56
Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0.0,500000.0,0.0,7.0,0.0,0.0,0.0,0.0,500007.0,0.0,5000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,20000.0,0.0,50000.0,81000.0,419007.0,More than 2 years,Owned,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Managerial/Officer,0.0,Yes,65
